"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gene101",61.1989393046297,-0.00400996468470084,0.0761209431355419,0.739921455306322,0.998929767508111
"Gene102",21.2774356093758,-0.00348949766703781,0.0764732099098541,0.714517832687805,0.998929767508111
"Gene103",96.8215115057901,0.00158269964642791,0.0762288916747738,0.885906423667505,0.998929767508111
"Gene104",44.6894507935453,0.00647204988868854,0.076612015858334,0.546997563197605,0.991636363899851
"Gene105",30.5954931052729,-0.00018221218816279,0.0765078815192136,0.979672124236784,0.998929767508111
"Gene106",41.3556995903158,-0.00749133746950323,0.0767221883938258,0.488786371158106,0.991636363899851
"Gene107",41.4748338605275,0.00472047879625803,0.076630757034937,0.608466235205119,0.998929767508111
"Gene108",62.3747463169553,0.00361543229861857,0.0763264206203897,0.739007125177002,0.998929767508111
"Gene109",91.5071029318009,0.0152055945863142,0.078298351877299,0.194693597958829,0.966102681125838
"Gene110",56.1071054027224,-0.00763688297553664,0.0765645602709403,0.522274781965157,0.991636363899851
"Gene111",67.0067821321923,-0.00103706913096433,0.0764403130447827,0.905126193808607,0.998929767508111
"Gene112",94.9623335016304,-0.0010034837888813,0.0762851453839633,0.918528025114453,0.998929767508111
"Gene113",30.4089173433523,-0.0028807157290778,0.0764728357171566,0.754770384468304,0.998929767508111
"Gene114",102.809515173912,-0.0159178474384,0.0782954208333305,0.216338747093096,0.97012891073137
"Gene115",58.459705882737,-0.00365756522485127,0.0764086051494481,0.716751006867215,0.998929767508111
"Gene116",79.0343856425475,-0.00671838703894988,0.0766880006619034,0.514720667707043,0.991636363899851
"Gene117",65.2071765821171,0.0039914400647119,0.0762925455251633,0.722981048369739,0.998929767508111
"Gene118",74.8211235276268,0.00119824615892366,0.0760381432722102,0.922151280939285,0.998929767508111
"Gene119",88.8341452954135,0.00359492836043207,0.0764776269153963,0.71241317728684,0.998929767508111
"Gene120",17.9103135679567,-0.0023893744145422,0.0762762600192855,0.819619982890231,0.998929767508111
"Gene121",49.0418105985834,0.0180866183675264,0.0792177540786567,0.127182033583557,0.966102681125838
"Gene122",44.2192322663345,-0.0145026265657919,0.0783871880914302,0.138102375422465,0.966102681125838
"Gene123",32.5034185449997,0.0240819130813979,0.0818409753034216,0.0340574010800379,0.903566151528972
"Gene124",55.1010716872745,-0.0132318892792019,0.0776621642284602,0.276266844989739,0.98029908841386
"Gene125",90.6880152876636,0.00892434578318771,0.0770696596938994,0.377258418080323,0.988109026200826
"Gene126",56.8187181281633,-0.0104198797936396,0.0773969888176488,0.282588038704548,0.98029908841386
"Gene127",37.7160416390174,0.0101598939607861,0.0773942645756917,0.278974272376576,0.98029908841386
"Gene128",65.380839916641,-0.0121593312749551,0.0775975173407834,0.266769404683921,0.98029908841386
"Gene129",61.0387138681593,0.00585310218463034,0.0764573816465661,0.604283388409741,0.998929767508111
"Gene130",96.6412443301781,0.0218686645533656,0.0804739572608123,0.0968204753653066,0.95609470317641
"Gene131",30.863298370223,0.0117578645210676,0.0776183621674137,0.250751085122429,0.98029908841386
"Gene132",45.4620989613291,-0.00586151687120834,0.0764971168304829,0.59086298491338,0.998929767508111
"Gene133",68.2885111227161,0.000523139619716409,0.0762763348717276,0.962261413905256,0.998929767508111
"Gene134",52.1831313038875,-0.00636892858672677,0.0764776898236342,0.576710133560709,0.998929767508111
"Gene135",27.3543661596046,0.00824980702613325,0.0768903678372421,0.434168218778319,0.991636363899851
"Gene136",61.5491372772017,-0.00852740873931145,0.0767118622472116,0.474834024815488,0.991636363899851
"Gene137",21.8095143727557,-0.0063381368780456,0.076755481014302,0.504063285421643,0.991636363899851
"Gene138",60.9512744863895,-0.00967089526764969,0.0770479390785089,0.382311984627091,0.988109026200826
"Gene139",68.4801104181409,-0.00465970519685583,0.0763191622594364,0.67874520797397,0.998929767508111
"Gene140",72.7870127037709,0.00581151120072204,0.0765408177940731,0.587466310367185,0.998929767508111
"Gene141",77.3555762557079,0.00970105573446287,0.0770230083837356,0.392969213655462,0.988109026200826
"Gene142",81.3785640146317,-0.00542202667131173,0.076428530479368,0.622390348670585,0.998929767508111
"Gene143",69.9218016995936,0.0276231837110229,0.0835775634282898,0.0230159941203433,0.847961779778528
"Gene144",77.5580789101218,-0.0091646180677279,0.0768635841662845,0.430498044568525,0.991636363899851
"Gene145",42.8395187548157,-0.000367085479459563,0.0763314644840163,0.967369780594482,0.998929767508111
"Gene146",62.4145114309548,-0.00358305975748903,0.0764015140709645,0.722529920361835,0.998929767508111
"Gene147",61.752891689094,0.0220694402376667,0.0807417203133307,0.07160324867158,0.903566151528972
"Gene148",32.7646616379186,0.0174495866309857,0.0793643999783964,0.0664846356475096,0.903566151528972
"Gene149",25.9200124316908,0.00805831983137668,0.0769005041575885,0.432662679577465,0.991636363899851
"Gene150",41.038754904494,0.0187847171894466,0.0794891544616197,0.110241771362868,0.95609470317641
"Gene151",75.053841418151,0.000973064655526212,0.0764430368326995,0.912409124974371,0.998929767508111
"Gene152",66.5924602616805,0.0133118404583568,0.0777672308195452,0.25666976647791,0.98029908841386
"Gene153",26.6873153726085,-0.0155070354854796,0.0785088083800405,0.155122734493114,0.966102681125838
"Gene154",89.2865919899671,-0.00132556176644703,0.0757730732595395,0.918783064748476,0.998929767508111
"Gene155",21.256798053001,0.0122791540715629,0.0776679488626648,0.251954752033334,0.98029908841386
"Gene156",30.5827709096509,0.0110135148686906,0.0773268448008267,0.320199491943445,0.988109026200826
"Gene157",20.9110142455635,-0.00570980207034572,0.0768404810686883,0.485357837578749,0.991636363899851
"Gene158",68.7246827480626,0.015128090037014,0.0782484855626486,0.202716992861941,0.966102681125838
"Gene159",90.2461931181011,-0.0101556765455635,0.0770490122854817,0.382992408855368,0.988109026200826
"Gene160",106.053306702922,1.54216205123832,0.667241672327424,0.000553322991929124,0.387038322226466
"Gene161",35.8870300206366,-0.0145925778082227,0.0783662970807353,0.148320629595199,0.966102681125838
"Gene162",62.2389909215743,0.011079688471969,0.0772308088689035,0.346706739839449,0.988109026200826
"Gene163",76.1474321467804,-0.0023875027703021,0.0763705471047787,0.806718981570923,0.998929767508111
"Gene164",43.2314878479519,-0.00425110369940483,0.0766198631299244,0.629653166610389,0.998929767508111
"Gene165",46.0695135036914,-0.00809313628232682,0.0769444408438903,0.41449371920896,0.989767615642143
"Gene166",52.5873588988442,-0.0119814300836432,0.0776115806597939,0.25767260510348,0.98029908841386
"Gene167",66.3420353624342,0.0179072234654257,0.0794334121296429,0.0781710244604948,0.903566151528972
"Gene168",52.881476743201,-0.0048025663089611,0.0765485675953188,0.623080934051406,0.998929767508111
"Gene169",29.5688643628095,0.0122005398000049,0.0775625785741667,0.279658086305894,0.98029908841386
"Gene170",58.7344041742767,0.0125799500548459,0.0777158404292172,0.248864924721277,0.98029908841386
"Gene171",52.1740654452798,0.00209220476264761,0.0764307999450848,0.826044412340421,0.998929767508111
"Gene172",76.4478037805413,0.00364845956983648,0.0760998772892524,0.766972631932745,0.998929767508111
"Gene173",31.2719869864213,-0.0137232271306558,0.0780778603187993,0.187077616284925,0.966102681125838
"Gene174",48.9208882665121,0.0116651758639465,0.077246172112199,0.347057818032196,0.988109026200826
"Gene175",62.525219784278,-0.0190532777417967,0.0800075237817597,0.0356538679344452,0.903566151528972
"Gene176",38.535696431817,0.0111792416133158,0.0775981308643458,0.23683420371047,0.98029908841386
"Gene177",19.719579520887,0.0135080927700146,0.0782913759724256,0.109104929883797,0.95609470317641
"Gene178",34.7675567950522,0.00246213966168355,0.0764356721782917,0.797092195247651,0.998929767508111
"Gene179",48.28031614904,-0.0104424997321792,0.0773751651825007,0.290867359356226,0.985361764846953
"Gene180",37.8550098409609,-0.0165969301838299,0.0789442905879255,0.109430146945309,0.95609470317641
"Gene181",65.2740925289521,0.00691553428316834,0.07650094435293,0.558969125799396,0.998929767508111
"Gene182",89.5152557800615,-0.0118602832216826,0.0775746012591137,0.265698950664868,0.98029908841386
"Gene183",48.555608286939,0.000719861581356655,0.0763605672652363,0.943192879464942,0.998929767508111
"Gene184",35.4144167373704,0.00291608156319682,0.0763826628468955,0.773561772629576,0.998929767508111
"Gene185",28.5765040113839,0.00521518019107612,0.0765591422661456,0.606147719504684,0.998929767508111
"Gene186",22.2130289272378,0.00685081364430771,0.0767142437328934,0.50848497302966,0.991636363899851
"Gene187",65.6663696552047,0.0110886135630336,0.0771085498982809,0.374051789937639,0.988109026200826
"Gene188",97.9037014725644,-0.00770356072243018,0.0764546415229081,0.540909848964346,0.991636363899851
"Gene189",47.9262884599565,0.00748743962783771,0.0768040524400838,0.469736959551203,0.991636363899851
"Gene190",35.7344329971895,0.00787225507857446,0.0770052109757526,0.396334755296263,0.988109026200826
"Gene191",44.5153114844478,0.00568176049929114,0.0766064293287981,0.57505865289077,0.998929767508111
"Gene192",25.5853482270404,-0.000442342396315594,0.0762810047275375,0.963062112907831,0.998929767508111
"Gene193",66.9476220928164,0.0141714426649705,0.0780177699530121,0.22257572338169,0.9796814753942
"Gene194",26.7056220246645,-0.0100440841088877,0.0774147601194081,0.263474192020486,0.98029908841386
"Gene195",53.7465058910418,-0.0160733839154078,0.0783866886396355,0.203749426834026,0.966102681125838
"Gene196",21.9062759949019,0.00978071416925906,0.0771524427432886,0.355293738044378,0.988109026200826
"Gene197",38.6096660645484,-0.011823656154698,0.0775059236395707,0.283959860770085,0.98029908841386
"Gene198",27.4478042991567,0.000959400730764338,0.0761712413674624,0.931776313227275,0.998929767508111
"Gene199",71.4989358444325,0.00664293428351707,0.0766740369886735,0.525777129068488,0.991636363899851
"Gene200",67.1228773635324,-0.0109482630793324,0.0769966528654458,0.394358267050751,0.988109026200826
"Gene201",75.7707363751637,0.00861740667859534,0.0766997898858927,0.478430008835923,0.991636363899851
"Gene202",34.3407990273914,-0.0109580310097204,0.0773376252173058,0.313572301822378,0.988109026200826
"Gene203",47.2438198507792,-0.0057745805605978,0.0766201280609678,0.56293574142023,0.998929767508111
"Gene204",57.3508094639854,0.00215385453447849,0.0762069385727488,0.847205867140249,0.998929767508111
"Gene205",76.7655859453244,0.015942781142626,0.0783891203589559,0.200794656703562,0.966102681125838
"Gene206",25.8165800305343,0.0159705680574227,0.0785993849064395,0.157391810537031,0.966102681125838
"Gene207",70.3931598568373,-0.00319944337423257,0.0764898335497224,0.728754268788713,0.998929767508111
"Gene208",29.1707204563356,0.00826104213555199,0.0769807814514201,0.405206954028591,0.988109026200826
"Gene209",47.4288286023547,0.0021023822422475,0.0764565056020279,0.821321200314155,0.998929767508111
"Gene210",23.2481048283372,0.0133267376993461,0.0781633875948793,0.14145666105294,0.966102681125838
"Gene211",78.4758229069223,0.00165213196529876,0.0762886087631144,0.875594511951178,0.998929767508111
"Gene212",79.2322533975406,0.0184642587587107,0.0792326334983633,0.140900098543792,0.966102681125838
"Gene213",38.9121443166071,0.0236301830305538,0.081512313014564,0.0484134475907911,0.903566151528972
"Gene214",73.6583454946752,-0.0348552971921531,0.0883333382122278,0.00455294946933186,0.579611669651642
"Gene215",46.0950946058944,-0.000557281725802162,0.0760657864878667,0.959449629098918,0.998929767508111
"Gene216",23.949620432577,-0.00469961984324287,0.0763977730555099,0.662581396494674,0.998929767508111
"Gene217",84.8617393554717,0.0180358828796997,0.0789801424849763,0.166745830303641,0.966102681125838
"Gene218",85.8568471408642,-0.0155539454443441,0.0785011739384259,0.160092086460461,0.966102681125838
"Gene219",68.8435955993702,-0.00353823423818125,0.0761601423458122,0.76131444472996,0.998929767508111
"Gene220",38.5270140027842,-0.000396124986869511,0.0762728096270843,0.966595003626967,0.998929767508111
"Gene221",52.1180137954579,0.0139145284242127,0.0782214669450084,0.15702837837218,0.966102681125838
"Gene222",99.6394378117379,-0.0096398927666733,0.0769984599258987,0.395451561950938,0.988109026200826
"Gene223",65.5767226047566,-0.00476959214384678,0.0764338682794425,0.651368385162742,0.998929767508111
"Gene224",82.3319109918747,0.0326354166908278,0.0865487324765671,0.0125221256013142,0.834808373420947
"Gene225",85.9687180773621,-0.0022737610400907,0.0760796725678494,0.844631534410694,0.998929767508111
"Gene226",76.9042985327661,-0.00369458034055239,0.076375959237202,0.720405313702969,0.998929767508111
"Gene227",28.3048784587402,0.00924053531204801,0.0771823247691873,0.339164880631299,0.988109026200826
"Gene228",17.5381917476675,0.00172462691872393,0.0765578435203092,0.834798344269642,0.998929767508111
"Gene229",63.826391666007,0.00532875456201973,0.0764860281171517,0.61971191815793,0.998929767508111
"Gene230",16.8179833944497,-0.00191593049089537,0.0763388219368982,0.846120873394374,0.998929767508111
"Gene231",30.6355406483566,-0.00273577893964331,0.0764667700010789,0.765498859348541,0.998929767508111
"Gene232",42.074932322764,-0.00458934050636263,0.0764818869334234,0.650012870160454,0.998929767508111
"Gene233",77.2053399852117,-0.00313490582418825,0.0762796861963054,0.769681651350881,0.998929767508111
"Gene234",55.770333435132,0.00679735357096585,0.0764077093626642,0.580336673272759,0.998929767508111
"Gene235",21.3786333825155,0.00448353465727749,0.0766295451635893,0.622191021350435,0.998929767508111
"Gene236",42.3510493967407,0.005471719708315,0.0764310159420652,0.624834795690111,0.998929767508111
"Gene237",93.5741121680129,0.0129184941817257,0.0777430922015714,0.251681416644459,0.98029908841386
"Gene238",108.692033497417,-0.00215049393134494,0.0762046864492382,0.841875760336539,0.998929767508111
"Gene239",33.5545222765316,0.0150855848036055,0.078481075022655,0.144346792048259,0.966102681125838
"Gene240",46.2652052407002,0.00942878383901187,0.0770390213385962,0.387767828112161,0.988109026200826
"Gene241",54.9532644295002,0.00318583977553531,0.076465788043082,0.740764773678069,0.998929767508111
"Gene242",102.314111301378,0.00622720125247546,0.0766644184622484,0.541133340526109,0.991636363899851
"Gene243",51.8121003324279,-0.00647645205321264,0.0768889136842957,0.449112859309483,0.991636363899851
"Gene244",55.3020873658278,0.0137190197279414,0.078321546181953,0.113946737525952,0.961103570355607
"Gene245",86.5309056059926,-0.00668637667485982,0.0766941953195022,0.514372869149721,0.991636363899851
"Gene246",52.3135205416489,-0.00390205338100189,0.0764667978132932,0.690447396765005,0.998929767508111
"Gene247",44.439467661084,0.0070406571310482,0.0766688372535842,0.516685170440882,0.991636363899851
"Gene248",63.9394239840451,-0.000931836700989151,0.0761550639367152,0.929710358477157,0.998929767508111
"Gene249",90.0605407825491,-0.00836987899983723,0.0768341422320952,0.445387020418756,0.991636363899851
"Gene250",55.4424267706665,0.0256529200192172,0.0824189671287133,0.0406049623669828,0.903566151528972
"Gene251",35.3943894287262,-0.00179172013265387,0.0764262039829925,0.844562724864355,0.998929767508111
"Gene252",85.107701104436,0.000171254335681644,0.0762269790716452,0.989978159977702,0.998929767508111
"Gene253",24.775855474082,0.0065305555237903,0.0767094411958951,0.517690300864971,0.991636363899851
"Gene254",90.7015286224053,-0.00991142222327079,0.0769872094045788,0.398235395111389,0.988109026200826
"Gene255",55.0973624650888,0.00177545644578989,0.0760962303358598,0.880869636624834,0.998929767508111
"Gene256",45.4946466761787,0.00614860535506228,0.0768196479481532,0.489197758042908,0.991636363899851
"Gene257",86.0688194445821,-0.0296083280000701,0.0845556495930524,0.0234425589858171,0.847961779778528
"Gene258",53.4687587538841,0.00579010509427096,0.0766870711550669,0.547494410952685,0.991636363899851
"Gene259",47.6616407313585,0.00480381396473253,0.0764394829019463,0.653387511048482,0.998929767508111
"Gene260",57.9500338411676,0.0146404580906715,0.0782830755859079,0.175080981744762,0.966102681125838
"Gene261",84.9723520082741,-0.0136213296388618,0.0781445271285192,0.163349325054572,0.966102681125838
"Gene262",57.0673871940905,0.00592936809783615,0.0765607084070552,0.577910377611598,0.998929767508111
"Gene263",54.901249769575,-0.0183918849043263,0.0795793460530758,0.0745076677559606,0.903566151528972
"Gene264",54.5812990066131,0.0156848202790524,0.0787210992046488,0.115495587482115,0.962463229017624
"Gene265",49.6361998943134,-0.00648470411968337,0.0765528620324516,0.556652566774911,0.998929767508111
"Gene266",26.6865345552858,0.000959386639936781,0.0762503724441189,0.929088535191026,0.998929767508111
"Gene267",32.2263258315309,-0.0161246796761262,0.0787369397945394,0.132183237324328,0.966102681125838
"Gene268",110.10785954242,0.00866886796759528,0.0769851150757935,0.404421617508579,0.988109026200826
"Gene269",73.6022436694115,-0.00938947926782811,0.0768542540620096,0.431489858713319,0.991636363899851
"Gene270",45.3022750306866,0.0163462631438184,0.0786905316744435,0.154522802138885,0.966102681125838
"Gene271",39.3109894771182,-0.000123367854184417,0.0764316035131783,0.986073811609595,0.998929767508111
"Gene272",80.5087668670014,-0.0107996446707302,0.0773469836026247,0.308909574644498,0.988109026200826
"Gene273",58.5589794829049,-0.0018087386169211,0.0761374711164341,0.870978876552725,0.998929767508111
"Gene274",79.9494307383287,-0.00553435970620977,0.076308429048212,0.640403637359837,0.998929767508111
"Gene275",95.0363778369271,0.000646597214078073,0.0761647096817126,0.957464811027103,0.998929767508111
"Gene276",76.4196749653081,0.00134813474279654,0.076150634308629,0.906879467291249,0.998929767508111
"Gene277",32.8277805122489,0.00329525670076086,0.0765234162726825,0.720402884298271,0.998929767508111
"Gene278",64.965168134577,0.00331750101239498,0.0762984294666166,0.761127897297835,0.998929767508111
"Gene279",44.1168190815662,-0.00101740812199339,0.0761046796350204,0.927641622946772,0.998929767508111
"Gene280",21.3571695509929,-0.00872800811918632,0.0769915536920084,0.39737552722106,0.988109026200826
"Gene281",46.7692521181164,-0.00297533171209695,0.0765540368434155,0.727780207566894,0.998929767508111
"Gene282",44.1393806109417,-0.01810965768273,0.079171757903278,0.134832760859524,0.966102681125838
"Gene283",70.9085229164814,-0.0111036387379887,0.0772233005334482,0.345859244351934,0.988109026200826
"Gene284",27.1800953938279,-0.0140846837832158,0.0781893107118087,0.172095986951702,0.966102681125838
"Gene285",70.1289645678826,-0.0160745454855137,0.0787421464985535,0.129210490696478,0.966102681125838
"Gene286",86.1689604763623,0.0152469701508939,0.0783077880565664,0.194076171569707,0.966102681125838
"Gene287",127.610402960357,0.00447310938159069,0.0762602830497432,0.702536889099432,0.998929767508111
"Gene288",95.224059361865,-0.0201050103859124,0.0799025272781443,0.101284950318842,0.95609470317641
